account_number,account_type,branch_code,branch_name,case_status,case_summary,closed_date,closing_balance,compensation_paid,complaint_type,customer_address,customer_email,customer_id,customer_name,customer_phone,dispute_amount,dispute_type,doc_id,doc_type,filed_date,priority,processed_date,request_date,request_status,request_type,resolution,rm_email,rm_id,rm_name,s3_path,sort_code,statement_date
08317278,ISA,BR009,Liverpool,Withdrawn,"Unauthorised Transaction dispute of £4,856.33. Status: Withdrawn. Resolution: Withdrawn by customer.",2025-10-03,,,,"Flat 03O, Hollie mountains, Francescabury, N5F 6ST",julia61@example.net,CUST00040,Dr Glen Campbell,01214960724,4856.33,Unauthorised Transaction,DSP00188,Dispute,2025-09-08,,,,,,Withdrawn by customer,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/09/DSP00188.pdf,86-50-66,
55646417,Current,BR004,Edinburgh,Referred to Ombudsman,"Unauthorised Transaction dispute of £4,474.94. Status: Referred to Ombudsman. Resolution: Escalated to Ombudsman.",2024-11-27,,,,"Flat 16, Garry views, Hunterton, DL17 9AL",stanleyrebecca@example.com,CUST00047,Miss Abbie Hart,+441914960529,4474.94,Unauthorised Transaction,DSP00189,Dispute,2024-09-12,,,,,,Escalated to Ombudsman,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2024/09/DSP00189.pdf,79-16-54,
68727743,Business Current,BR010,Sheffield,Referred to Ombudsman,"ATM Withdrawal Error dispute of £6,619.71. Status: Referred to Ombudsman. Resolution: Resolved in bank favour.",2025-06-15,,,,"6 Lydia branch, Hayleyborough, S5 9ZS",andreadavies@example.com,CUST00041,Jade Elliott-Adams,+44(0)113 4960408,6619.71,ATM Withdrawal Error,DSP00190,Dispute,2025-04-11,,,,,,Resolved in bank favour,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/disputes/2025/04/DSP00190.pdf,76-72-90,
83777014,Savings,BR007,Cardiff,Closed-Lost,"Unauthorised Transaction dispute of £5,006.15. Status: Closed-Lost. Resolution: Escalated to Ombudsman.",2025-09-25,,,,"Flat 40w, Davies tunnel, Lake Edwardshire, SM29 6NX",melissa67@example.net,CUST00055,Trevor Mills,01314960541,5006.15,Unauthorised Transaction,DSP00191,Dispute,2025-07-22,,,,,,Escalated to Ombudsman,amelia.singh@securebankplc.com,RM016,Amelia Singh,s3://banking-docs-poc-qahftr/disputes/2025/07/DSP00191.pdf,61-98-41,
34332003,Premier,BR006,Bristol,Closed-Lost,"Wire Transfer Error dispute of £7,190.21. Status: Closed-Lost. Resolution: Resolved in customer favour.",2026-04-26,,,,"0 Kate locks, Juneside, S2A 7TS",lawrencemiles@example.net,CUST00038,Frederick Pearson-Webster,(0116)4960522,7190.21,Wire Transfer Error,DSP00192,Dispute,2026-02-28,,,,,,Resolved in customer favour,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2026/02/DSP00192.pdf,88-19-68,
14586850,Current,BR006,Bristol,Referred to Ombudsman,"Direct Debit Dispute dispute of £7,905.83. Status: Referred to Ombudsman. Resolution: Resolved in customer favour.",2025-12-23,,,,"89 Edwards creek, Daviestown, B2 2NA",robertsrosemary@example.net,CUST00032,Tracy Wilkinson-Davison,+44(0)1632 960235,7905.83,Direct Debit Dispute,DSP00193,Dispute,2025-12-17,,,,,,Resolved in customer favour,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00193.pdf,43-32-84,
71434558,Current,BR004,Edinburgh,Withdrawn,"Direct Debit Dispute dispute of £5,631.72. Status: Withdrawn. Resolution: No further action.",2025-05-08,,,,"Studio 39, Justin center, Lynnland, IP6X 6GJ",gbell@example.net,CUST00042,Dylan White,(0116)4960817,5631.72,Direct Debit Dispute,DSP00194,Dispute,2025-03-08,,,,,,No further action,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/disputes/2025/03/DSP00194.pdf,27-29-39,
36763201,Premier,BR007,Cardiff,Closed-Lost,"Unauthorised Transaction dispute of £5,839.56. Status: Closed-Lost. Resolution: Escalated to Ombudsman.",2025-07-03,,,,"7 Wood trail, Guymouth, G4 3UA",barry51@example.com,CUST00039,Terence Smith,+441414960870,5839.56,Unauthorised Transaction,DSP00195,Dispute,2025-06-26,,,,,,Escalated to Ombudsman,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/disputes/2025/06/DSP00195.pdf,38-32-99,
10310518,Savings,BR004,Edinburgh,Closed-Lost,"Wire Transfer Error dispute of £3,036.27. Status: Closed-Lost. Resolution: Withdrawn by customer.",2025-01-16,,,,"18 Kenneth turnpike, New Louise, G47 7JP",xmacdonald@example.net,CUST00015,Wayne Atkinson,+44(0)1632960597,3036.27,Wire Transfer Error,DSP00196,Dispute,2024-11-15,,,,,,Withdrawn by customer,james.hargreaves@securebankplc.com,RM001,James Hargreaves,s3://banking-docs-poc-qahftr/disputes/2024/11/DSP00196.pdf,45-95-72,
54353462,Business Current,BR010,Sheffield,Referred to Ombudsman,Duplicate Charge dispute of £153.13. Status: Referred to Ombudsman. Resolution: Partial refund issued.,2025-05-28,,,,"367 Watkins spring, West Scottberg, BH84 0YS",joanlittle@example.net,CUST00023,Terry Stephens-Turner,+44(0)306 9990092,153.13,Duplicate Charge,DSP00197,Dispute,2025-03-05,,,,,,Partial refund issued,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/disputes/2025/03/DSP00197.pdf,68-50-19,
48350305,Premier,BR008,Glasgow,Referred to Ombudsman,"Currency Conversion Dispute dispute of £1,046.65. Status: Referred to Ombudsman. Resolution: Escalated to Ombudsman.",2025-07-09,,,,"172 Cameron meadow, Wayneview, S56 4EY",littlefrances@example.com,CUST00006,Simon Evans,+44(0)1144960022,1046.65,Currency Conversion Dispute,DSP00198,Dispute,2025-05-07,,,,,,Escalated to Ombudsman,liam.fitzgerald@securebankplc.com,RM013,Liam Fitzgerald,s3://banking-docs-poc-qahftr/disputes/2025/05/DSP00198.pdf,44-18-37,
87133150,ISA,BR006,Bristol,Referred to Ombudsman,"ATM Withdrawal Error dispute of £2,377.11. Status: Referred to Ombudsman. Resolution: Partial refund issued.",2026-03-28,,,,"Flat 9, Linda ridges, North Bryan, M6D 0FR",dominic47@example.com,CUST00014,Jodie Pritchard-Baker,(020)74960896,2377.11,ATM Withdrawal Error,DSP00199,Dispute,2026-01-01,,,,,,Partial refund issued,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2026/01/DSP00199.pdf,80-39-85,
48350305,Premier,BR008,Glasgow,Referred to Ombudsman,"Unauthorised Transaction dispute of £8,349.22. Status: Referred to Ombudsman. Resolution: Withdrawn by customer.",2026-04-07,,,,"172 Cameron meadow, Wayneview, S56 4EY",littlefrances@example.com,CUST00006,Simon Evans,+44(0)1144960022,8349.22,Unauthorised Transaction,DSP00200,Dispute,2026-01-07,,,,,,Withdrawn by customer,liam.fitzgerald@securebankplc.com,RM013,Liam Fitzgerald,s3://banking-docs-poc-qahftr/disputes/2026/01/DSP00200.pdf,44-18-37,
96001338,ISA,BR009,Liverpool,Withdrawn,"Direct Debit Dispute dispute of £6,505.62. Status: Withdrawn. Resolution: Resolved in customer favour.",2025-12-15,,,,"9 Bird courts, Lake Lesley, E9U 5AD",ellie28@example.net,CUST00001,Eileen Evans,+44(0)1632 960 112,6505.62,Direct Debit Dispute,DSP00201,Dispute,2025-10-01,,,,,,Resolved in customer favour,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2025/10/DSP00201.pdf,13-81-35,
24896383,Business Current,BR008,Glasgow,Withdrawn,"Currency Conversion Dispute dispute of £1,223.61. Status: Withdrawn. Resolution: Resolved in bank favour.",2025-08-28,,,,"2 Carter lane, Allenland, FY2M 9AU",dorothymurray@example.org,CUST00013,Ms Dorothy Burns,+44141 496 0933,1223.61,Currency Conversion Dispute,DSP00202,Dispute,2025-06-18,,,,,,Resolved in bank favour,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/disputes/2025/06/DSP00202.pdf,61-95-93,
08317278,ISA,BR009,Liverpool,Closed-Won,"Currency Conversion Dispute dispute of £6,301.64. Status: Closed-Won. Resolution: Partial refund issued.",2025-06-04,,,,"Flat 03O, Hollie mountains, Francescabury, N5F 6ST",julia61@example.net,CUST00040,Dr Glen Campbell,01214960724,6301.64,Currency Conversion Dispute,DSP00203,Dispute,2025-05-27,,,,,,Partial refund issued,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/05/DSP00203.pdf,86-50-66,
62849877,Premier,BR008,Glasgow,Closed-Won,"Wire Transfer Error dispute of £5,158.96. Status: Closed-Won. Resolution: Resolved in bank favour.",2025-01-24,,,,"262 Davis trail, South Irene, PA0Y 4QQ",patriciabrown@example.org,CUST00052,Miss Catherine Shaw,(0113) 496 0142,5158.96,Wire Transfer Error,DSP00204,Dispute,2024-11-23,,,,,,Resolved in bank favour,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/disputes/2024/11/DSP00204.pdf,85-44-51,
66319314,ISA,BR005,Leeds,Closed-Won,"Direct Debit Dispute dispute of £3,311.31. Status: Closed-Won. Resolution: Withdrawn by customer.",2024-10-27,,,,"893 Jones crest, East Diane, E3A 9GY",brownwendy@example.com,CUST00050,Adrian Davey,+44(0)808 1570942,3311.31,Direct Debit Dispute,DSP00205,Dispute,2024-09-21,,,,,,Withdrawn by customer,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/disputes/2024/09/DSP00205.pdf,25-82-15,
65185067,Current,BR006,Bristol,Closed-Lost,"Currency Conversion Dispute dispute of £7,355.65. Status: Closed-Lost. Resolution: Partial refund issued.",2024-08-20,,,,"Flat 29J, Price ramp, South Sam, W3 9GT",chloe20@example.org,CUST00051,Rachael Farmer,+44909 8790358,7355.65,Currency Conversion Dispute,DSP00206,Dispute,2024-06-10,,,,,,Partial refund issued,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/disputes/2024/06/DSP00206.pdf,65-56-91,
04505331,Business Current,BR007,Cardiff,Closed-Lost,"Merchant Dispute dispute of £2,468.90. Status: Closed-Lost. Resolution: Resolved in bank favour.",2026-03-04,,,,"868 Hill vista, Rickyburgh, HX6E 1EJ",nwright@example.com,CUST00029,Damian Pearson,+441144960254,2468.9,Merchant Dispute,DSP00207,Dispute,2025-12-16,,,,,,Resolved in bank favour,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00207.pdf,81-62-89,
48350305,Premier,BR008,Glasgow,Referred to Ombudsman,"Merchant Dispute dispute of £4,085.68. Status: Referred to Ombudsman. Resolution: Escalated to Ombudsman.",2025-01-01,,,,"172 Cameron meadow, Wayneview, S56 4EY",littlefrances@example.com,CUST00006,Simon Evans,+44(0)1144960022,4085.68,Merchant Dispute,DSP00208,Dispute,2024-12-27,,,,,,Escalated to Ombudsman,liam.fitzgerald@securebankplc.com,RM013,Liam Fitzgerald,s3://banking-docs-poc-qahftr/disputes/2024/12/DSP00208.pdf,44-18-37,
24896383,Business Current,BR008,Glasgow,Closed-Won,"Direct Debit Dispute dispute of £4,520.29. Status: Closed-Won. Resolution: Escalated to Ombudsman.",2025-12-22,,,,"2 Carter lane, Allenland, FY2M 9AU",dorothymurray@example.org,CUST00013,Ms Dorothy Burns,+44141 496 0933,4520.29,Direct Debit Dispute,DSP00209,Dispute,2025-12-13,,,,,,Escalated to Ombudsman,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00209.pdf,61-95-93,
67010651,Savings,BR006,Bristol,Closed-Lost,"Wire Transfer Error dispute of £6,620.52. Status: Closed-Lost. Resolution: Resolved in customer favour.",2025-12-18,,,,"Studio 8, O'Neill common, Bradleytown, N89 1ER",kwilkinson@example.com,CUST00017,Callum Pritchard-Fletcher,(0191) 496 0585,6620.52,Wire Transfer Error,DSP00210,Dispute,2025-10-08,,,,,,Resolved in customer favour,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/disputes/2025/10/DSP00210.pdf,34-34-78,
04505331,Business Current,BR007,Cardiff,Closed-Lost,"Wire Transfer Error dispute of £3,628.81. Status: Closed-Lost. Resolution: Escalated to Ombudsman.",2025-01-23,,,,"868 Hill vista, Rickyburgh, HX6E 1EJ",nwright@example.com,CUST00029,Damian Pearson,+441144960254,3628.81,Wire Transfer Error,DSP00211,Dispute,2024-10-25,,,,,,Escalated to Ombudsman,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/disputes/2024/10/DSP00211.pdf,81-62-89,
47116719,Current,BR003,Birmingham,Referred to Ombudsman,"Currency Conversion Dispute dispute of £3,169.42. Status: Referred to Ombudsman. Resolution: Withdrawn by customer.",2025-08-13,,,,"Flat 7, Tina brook, Samberg, W2 8EN",leslie82@example.com,CUST00060,Ricky Duffy,0113 4960453,3169.42,Currency Conversion Dispute,DSP00212,Dispute,2025-06-25,,,,,,Withdrawn by customer,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/disputes/2025/06/DSP00212.pdf,29-29-82,
04505331,Business Current,BR007,Cardiff,Withdrawn,Card Not Present Fraud dispute of £872.10. Status: Withdrawn. Resolution: Partial refund issued.,2025-01-22,,,,"868 Hill vista, Rickyburgh, HX6E 1EJ",nwright@example.com,CUST00029,Damian Pearson,+441144960254,872.1,Card Not Present Fraud,DSP00213,Dispute,2025-01-17,,,,,,Partial refund issued,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/disputes/2025/01/DSP00213.pdf,81-62-89,
74529912,Business Current,BR010,Sheffield,Referred to Ombudsman,"Currency Conversion Dispute dispute of £7,653.72. Status: Referred to Ombudsman. Resolution: Partial refund issued.",2026-03-19,,,,"217 Natasha passage, Staceyberg, B2B 9DT",carterdeclan@example.org,CUST00049,Patricia Hopkins-Waters,+449098790877,7653.72,Currency Conversion Dispute,DSP00214,Dispute,2026-02-26,,,,,,Partial refund issued,thomas.müller@securebankplc.com,RM007,Thomas Müller,s3://banking-docs-poc-qahftr/disputes/2026/02/DSP00214.pdf,23-84-13,
32677360,Savings,BR001,London City,Closed-Lost,"Direct Debit Dispute dispute of £5,858.02. Status: Closed-Lost. Resolution: No further action.",2024-09-03,,,,"60 Mitchell expressway, Martinberg, B5 8WU",thomasking@example.org,CUST00019,Sharon Price,0191 498 0065,5858.02,Direct Debit Dispute,DSP00215,Dispute,2024-06-22,,,,,,No further action,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2024/06/DSP00215.pdf,58-10-59,
00330923,Savings,BR004,Edinburgh,Closed-Won,"Unauthorised Transaction dispute of £5,346.99. Status: Closed-Won. Resolution: Partial refund issued.",2025-11-23,,,,"Flat 69, Khan plaza, West Harriet, L1S 5NB",emily97@example.org,CUST00048,Francesca Lucas,(0141) 4960004,5346.99,Unauthorised Transaction,DSP00216,Dispute,2025-10-09,,,,,,Partial refund issued,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2025/10/DSP00216.pdf,70-95-24,
04505331,Business Current,BR007,Cardiff,Closed-Lost,"Direct Debit Dispute dispute of £4,127.97. Status: Closed-Lost. Resolution: Partial refund issued.",2024-11-25,,,,"868 Hill vista, Rickyburgh, HX6E 1EJ",nwright@example.com,CUST00029,Damian Pearson,+441144960254,4127.97,Direct Debit Dispute,DSP00217,Dispute,2024-10-14,,,,,,Partial refund issued,david.okafor@securebankplc.com,RM005,David Okafor,s3://banking-docs-poc-qahftr/disputes/2024/10/DSP00217.pdf,81-62-89,
73375433,Current,BR007,Cardiff,Closed-Lost,"Unauthorised Transaction dispute of £4,483.83. Status: Closed-Lost. Resolution: Partial refund issued.",2026-03-12,,,,"Studio 2, Leah loop, Johnsonport, G7T 2YS",brenda28@example.com,CUST00031,Kathryn Shah,+44(0)117 496 0843,4483.83,Unauthorised Transaction,DSP00218,Dispute,2026-02-16,,,,,,Partial refund issued,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/disputes/2026/02/DSP00218.pdf,94-34-61,
37940265,Business Current,BR009,Liverpool,Closed-Won,Direct Debit Dispute dispute of £522.59. Status: Closed-Won. Resolution: No further action.,2025-05-05,,,,"04 Howard land, Port Leeview, N5C 3RF",rachelkelly@example.org,CUST00002,Nigel Rose,+44151 4960869,522.59,Direct Debit Dispute,DSP00219,Dispute,2025-03-02,,,,,,No further action,zoe.nakamura@securebankplc.com,RM014,Zoe Nakamura,s3://banking-docs-poc-qahftr/disputes/2025/03/DSP00219.pdf,29-37-53,
46872343,Current,BR005,Leeds,Closed-Lost,"Merchant Dispute dispute of £3,463.45. Status: Closed-Lost. Resolution: Withdrawn by customer.",2026-01-02,,,,"Flat 36Y, Robinson isle, Smithtown, E14 6PL",lydiadunn@example.net,CUST00020,Gemma Clark-Parry,(0141) 4960819,3463.45,Merchant Dispute,DSP00220,Dispute,2025-12-27,,,,,,Withdrawn by customer,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00220.pdf,84-79-17,
65328710,Current,BR007,Cardiff,Closed-Won,"Merchant Dispute dispute of £2,930.98. Status: Closed-Won. Resolution: No further action.",2025-09-14,,,,"Flat 35, Schofield ramp, Roseside, M75 9FB",juliefield@example.org,CUST00008,Derek Clarke,+44909 8790520,2930.98,Merchant Dispute,DSP00221,Dispute,2025-07-25,,,,,,No further action,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/disputes/2025/07/DSP00221.pdf,29-90-30,
68011280,Business Current,BR008,Glasgow,Closed-Lost,Card Not Present Fraud dispute of £161.16. Status: Closed-Lost. Resolution: Escalated to Ombudsman.,2024-09-21,,,,"9 Graeme throughway, Jonesmouth, TS6 3LX",terence80@example.org,CUST00028,Dominic Harvey,+441632 960888,161.16,Card Not Present Fraud,DSP00222,Dispute,2024-08-12,,,,,,Escalated to Ombudsman,fatima.hassan@securebankplc.com,RM018,Fatima Hassan,s3://banking-docs-poc-qahftr/disputes/2024/08/DSP00222.pdf,84-80-28,
71434558,Current,BR004,Edinburgh,Closed-Won,Unauthorised Transaction dispute of £371.34. Status: Closed-Won. Resolution: Partial refund issued.,2025-06-25,,,,"Studio 39, Justin center, Lynnland, IP6X 6GJ",gbell@example.net,CUST00042,Dylan White,(0116)4960817,371.34,Unauthorised Transaction,DSP00223,Dispute,2025-05-12,,,,,,Partial refund issued,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/disputes/2025/05/DSP00223.pdf,27-29-39,
46872343,Current,BR005,Leeds,Closed-Lost,"ATM Withdrawal Error dispute of £5,330.12. Status: Closed-Lost. Resolution: Escalated to Ombudsman.",2024-06-23,,,,"Flat 36Y, Robinson isle, Smithtown, E14 6PL",lydiadunn@example.net,CUST00020,Gemma Clark-Parry,(0141) 4960819,5330.12,ATM Withdrawal Error,DSP00224,Dispute,2024-06-16,,,,,,Escalated to Ombudsman,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2024/06/DSP00224.pdf,84-79-17,
41343524,Current,BR009,Liverpool,Closed-Won,"Wire Transfer Error dispute of £2,650.23. Status: Closed-Won. Resolution: Withdrawn by customer.",2026-01-31,,,,"849 Hughes shore, Collinsland, UB6 1HT",matthewsfrances@example.org,CUST00058,Linda Hall,01632 960639,2650.23,Wire Transfer Error,DSP00225,Dispute,2025-12-18,,,,,,Withdrawn by customer,isabella.rossi@securebankplc.com,RM020,Isabella Rossi,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00225.pdf,78-26-45,
61939909,Current,BR002,Manchester Central,Withdrawn,"Unauthorised Transaction dispute of £7,824.27. Status: Withdrawn. Resolution: No further action.",2025-09-05,,,,"13 Dean green, South Dennischester, IG4 0SA",justin74@example.org,CUST00022,Mrs Lucy Hyde,(0191)4960767,7824.27,Unauthorised Transaction,DSP00226,Dispute,2025-08-03,,,,,,No further action,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/disputes/2025/08/DSP00226.pdf,63-94-84,
87133150,ISA,BR006,Bristol,Closed-Lost,"Wire Transfer Error dispute of £2,503.63. Status: Closed-Lost. Resolution: Resolved in bank favour.",2025-12-31,,,,"Flat 9, Linda ridges, North Bryan, M6D 0FR",dominic47@example.com,CUST00014,Jodie Pritchard-Baker,(020)74960896,2503.63,Wire Transfer Error,DSP00227,Dispute,2025-12-09,,,,,,Resolved in bank favour,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00227.pdf,80-39-85,
99118384,Savings,BR001,London City,Closed-Won,Currency Conversion Dispute dispute of £345.47. Status: Closed-Won. Resolution: Resolved in bank favour.,2025-05-14,,,,"73 Samantha forges, Millerton, LS9 6LT",martyn46@example.org,CUST00024,Mr Ronald Singh,+44(0)115 4960476,345.47,Currency Conversion Dispute,DSP00228,Dispute,2025-04-11,,,,,,Resolved in bank favour,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/04/DSP00228.pdf,54-18-41,
52553419,Savings,BR005,Leeds,Closed-Lost,"Card Not Present Fraud dispute of £2,327.81. Status: Closed-Lost. Resolution: Withdrawn by customer.",2025-06-06,,,,"Flat 03, Sara lights, Paulinetown, PA3 9FT",jayne53@example.com,CUST00005,Maria Williams-Brown,(0191) 4960489,2327.81,Card Not Present Fraud,DSP00229,Dispute,2025-03-12,,,,,,Withdrawn by customer,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2025/03/DSP00229.pdf,78-41-30,
54549480,ISA,BR008,Glasgow,Referred to Ombudsman,"Duplicate Charge dispute of £5,711.72. Status: Referred to Ombudsman. Resolution: Resolved in customer favour.",2025-07-12,,,,"Flat 88, Adam mountains, Lake Clifford, E2E 5YP",littlewilliam@example.org,CUST00054,Jill Norton,01134960860,5711.72,Duplicate Charge,DSP00230,Dispute,2025-07-03,,,,,,Resolved in customer favour,thomas.müller@securebankplc.com,RM007,Thomas Müller,s3://banking-docs-poc-qahftr/disputes/2025/07/DSP00230.pdf,34-20-40,
61559407,ISA,BR002,Manchester Central,Withdrawn,"Duplicate Charge dispute of £5,037.60. Status: Withdrawn. Resolution: Resolved in customer favour.",2025-04-19,,,,"1 George falls, Seanhaven, BA2 6PH",dennis04@example.org,CUST00003,Mrs Lindsey Green,0292018265,5037.6,Duplicate Charge,DSP00231,Dispute,2025-02-03,,,,,,Resolved in customer favour,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2025/02/DSP00231.pdf,25-58-20,
46706562,Premier,BR008,Glasgow,Referred to Ombudsman,"Currency Conversion Dispute dispute of £5,379.07. Status: Referred to Ombudsman. Resolution: Resolved in customer favour.",2026-01-11,,,,"02 Dorothy haven, Melanieland, E5 7RW",joanturner@example.net,CUST00045,Mrs Hayley Edwards,+44131 496 0418,5379.07,Currency Conversion Dispute,DSP00232,Dispute,2025-11-27,,,,,,Resolved in customer favour,rachel.o'brien@securebankplc.com,RM008,Rachel O'Brien,s3://banking-docs-poc-qahftr/disputes/2025/11/DSP00232.pdf,26-89-78,
96001338,ISA,BR009,Liverpool,Referred to Ombudsman,"Merchant Dispute dispute of £6,284.52. Status: Referred to Ombudsman. Resolution: Withdrawn by customer.",2026-01-03,,,,"9 Bird courts, Lake Lesley, E9U 5AD",ellie28@example.net,CUST00001,Eileen Evans,+44(0)1632 960 112,6284.52,Merchant Dispute,DSP00233,Dispute,2025-12-23,,,,,,Withdrawn by customer,mohammed.al-rashid@securebankplc.com,RM003,Mohammed Al-Rashid,s3://banking-docs-poc-qahftr/disputes/2025/12/DSP00233.pdf,13-81-35,
19655698,Current,BR005,Leeds,Closed-Lost,"Merchant Dispute dispute of £4,241.48. Status: Closed-Lost. Resolution: Withdrawn by customer.",2025-08-20,,,,"8 Johnson squares, Port Katherine, G88 1RX",mohamedberry@example.org,CUST00033,Lee Middleton,(0909) 879 0898,4241.48,Merchant Dispute,DSP00234,Dispute,2025-08-14,,,,,,Withdrawn by customer,sophie.chen@securebankplc.com,RM002,Sophie Chen,s3://banking-docs-poc-qahftr/disputes/2025/08/DSP00234.pdf,59-83-34,
65328710,Current,BR007,Cardiff,Referred to Ombudsman,"Merchant Dispute dispute of £1,910.01. Status: Referred to Ombudsman. Resolution: Resolved in bank favour.",2025-07-01,,,,"Flat 35, Schofield ramp, Roseside, M75 9FB",juliefield@example.org,CUST00008,Derek Clarke,+44909 8790520,1910.01,Merchant Dispute,DSP00235,Dispute,2025-06-24,,,,,,Resolved in bank favour,george.whitfield@securebankplc.com,RM019,George Whitfield,s3://banking-docs-poc-qahftr/disputes/2025/06/DSP00235.pdf,29-90-30,
68727743,Business Current,BR010,Sheffield,Withdrawn,"Wire Transfer Error dispute of £5,131.22. Status: Withdrawn. Resolution: Withdrawn by customer.",2025-12-20,,,,"6 Lydia branch, Hayleyborough, S5 9ZS",andreadavies@example.com,CUST00041,Jade Elliott-Adams,+44(0)113 4960408,5131.22,Wire Transfer Error,DSP00236,Dispute,2025-11-22,,,,,,Withdrawn by customer,robert.blackwood@securebankplc.com,RM017,Robert Blackwood,s3://banking-docs-poc-qahftr/disputes/2025/11/DSP00236.pdf,76-72-90,
99118384,Savings,BR001,London City,Closed-Won,"Wire Transfer Error dispute of £2,160.20. Status: Closed-Won. Resolution: Escalated to Ombudsman.",2024-08-14,,,,"73 Samantha forges, Millerton, LS9 6LT",martyn46@example.org,CUST00024,Mr Ronald Singh,+44(0)115 4960476,2160.2,Wire Transfer Error,DSP00237,Dispute,2024-07-07,,,,,,Escalated to Ombudsman,patrick.devereux@securebankplc.com,RM015,Patrick Devereux,s3://banking-docs-poc-qahftr/disputes/2024/07/DSP00237.pdf,54-18-41,
51462704,ISA,BR009,Liverpool,Referred to Ombudsman,Duplicate Charge dispute of £967.24. Status: Referred to Ombudsman. Resolution: Resolved in bank favour.,2025-07-14,,,,"912 Davis landing, Annetown, IM38 7QB",charlene31@example.net,CUST00010,Wayne Wood,(0131) 4960642,967.24,Duplicate Charge,DSP00238,Dispute,2025-05-26,,,,,,Resolved in bank favour,carlos.mendez@securebankplc.com,RM009,Carlos Mendez,s3://banking-docs-poc-qahftr/disputes/2025/05/DSP00238.pdf,32-74-23,
37672423,ISA,BR010,Sheffield,Referred to Ombudsman,"Wire Transfer Error dispute of £5,052.91. Status: Referred to Ombudsman. Resolution: Escalated to Ombudsman.",2024-11-21,,,,"5 Chelsea street, Jessicashire, SN4 9XJ",elliott68@example.com,CUST00007,Sylvia Bolton,0131 496 0785,5052.91,Wire Transfer Error,DSP00239,Dispute,2024-09-20,,,,,,Escalated to Ombudsman,william.foster@securebankplc.com,RM011,William Foster,s3://banking-docs-poc-qahftr/disputes/2024/09/DSP00239.pdf,78-43-84,
